Name,Address,Type,Property Age,No. of units,Transactions in last 180 days,Latest transaction unit price
濱海街24-38號,濱海街24-38號,屋苑,58,64,-,-
濱海街40-94號,濱海街40-94號,屋苑,59,200,-,-
君豪峰,英皇道856號,單幢物業,0,464,-,-
太古城,太古灣道,屋苑,31~42,12696,148,$18207
匯豪峰,太古城道39號,單幢物業,14,143,2,-
藍灣半島,小西灣道28號,屋苑,17,3113,38,$16011
鯉景灣,太康街,屋苑,29~30,2295,28,$17347
嘉亨灣,太康街38號,屋苑,13,2021,26,$21279
太安樓,筲箕灣道57-87號,屋苑,50,1864,22,$11444
新翠花園,柴灣道233號,屋苑,30,1488,18,$13408
山翠苑,大潭道200號,屋苑,37,896,13,$12533
富景花園,小西灣道18號,屋苑,25,3240,13,$8021
康翠臺,泰民街2-14號,屋苑,33,2100,13,$10001
建業大樓,連城道14-32號,單幢物業,47,276,11,$12821
筲箕灣廣場,南康街17號,屋苑,26,630,11,$14541
麗灣大廈,筲箕灣道33-55號,單幢物業,53,373,10,$10642
永利中心,柴灣道333號,屋苑,36,452,10,$15984
東熹苑,耀興道38號,屋苑,23,2432,10,$9894
愛蝶灣,愛禮街2號,屋苑,18,2972,9,$10524
富欣花園,小西灣道9號,屋苑,21,2340,9,-
宏德居,柴灣道341-343號,屋苑,36,760,9,-
康華大廈,南康街18號,屋苑,33,400,8,-
仁樂大廈,連城道4-12號,屋苑,45,529,8,-
峻峰花園,寶文街1號,屋苑,31,760,8,$14545
富怡花園,小西灣道23號,屋苑,23,1870,8,-
新成中心,新成街8號,屋苑,35,475,7,$12671
金源洋樓,柴灣道345號,屋苑,40,520,7,$13538
曉翠苑,曉翠街7號,屋苑,28,660,7,$6318
華泰大廈,柴灣道220號,單幢物業,42,176,7,-
義德大廈,筲箕灣東大街121-131號,單幢物業,52,84,7,-
東威大廈,筲箕灣東大街59-99號,屋苑,42,529,6,$11693
高威閣,柴灣道111號,屋苑,35,528,6,$11531
灣景園,康民街3號,單幢物業,19,212,6,$12420
東霖苑,耀興道63號,單幢物業,21,697,6,$9748
樂翠臺,泰民街11-15號,屋苑,33,978,6,-
碧麗閣,新成街22號,屋苑,30,292,6,$14792
逸濤灣,太安街28號,屋苑,17,866,5,$23526
東欣苑,耀興道68號,屋苑,19~20,1050,5,$14455
東濤苑,愛信道33號,屋苑,13,1216,5,$14187
筲箕灣中心,筲箕灣道407-409號,屋苑,36,528,5,-
杏翠苑,永泰道63號,屋苑,21,674,5,-
樂融軒,筲萁灣道333號,單幢物業,4,274,5,$20157
新德樓,永平街1號,單幢物業,27,108,5,-
怡翠苑,怡盛街1號,屋苑,37,600,4,$12472
雅景閣,康平街4號,單幢物業,40,150,4,-
雅麗閣,柴灣道392號,單幢物業,40,160,4,-
東駿苑,耀興道33號,屋苑,24,1216,4,$8126
東旭苑,愛賢街8號,屋苑,17,1600,4,-
翠灣村,翠灣街3號,屋苑,0,2340,3,-
麗東海景豪園,筲箕灣東大街2號,屋苑,19~21,322,3,-
鴻利大廈,愛民街30-50號,單幢物業,45,200,3,-
逢源大廈,筲箕灣道388-414號,單幢物業,54,198,3,-
金來大廈,筲箕灣東大街42-52號,單幢物業,41,216,3,$13333
海灣華庭,筲箕灣道368號,單幢物業,19,92,3,-
興祥大廈,筲箕灣道15-31號,單幢物業,55,262,3,$10118
東強大廈,筲箕灣東大街54-60號,單幢物業,39,134,3,$16446
東安大廈,筲箕灣道428-432E號,單幢物業,53,135,3,-
西灣河大廈,西灣河街46-56號,單幢物業,38,63,3,$14773
高望大樓,筲箕灣道142-146號,單幢物業,48,57,2,-
海寧大廈,海寧街1-5號,單幢物業,41,68,2,$14086
寶福大廈,筲箕灣道312-322號,單幢物業,33,84,2,$15602
福昇大廈,筲箕灣道234-238號,單幢物業,42,95,2,-
海峰中心,寶文街2-4號,單幢物業,25,110,2,-
嘉裕大廈,南安街1-7號,單幢物業,37,63,2,-
好景樓,筲箕灣東大街132-136號,單幢物業,39,60,2,-
都城大樓,筲箕灣道251-261號,單幢物業,51,140,2,-
滿華樓,萃文道9-23號,單幢物業,47,234,2,-
悅翠苑,茵翠街9號,單幢物業,19,354,2,-
東盛苑,耀興道28號,單幢物業,18,370,2,-
譽•東,筲箕灣道157號,單幢物業,5,79,2,-
長興大樓,西灣河街110-110A號,單幢物業,45,80,2,-
雁亭,海晏街38號,單幢物業,23,92,2,$18821
東豪大廈,筲箕灣東大街177-183號,單幢物業,34,92,2,-
業寧大廈,筲箕灣道92-102號,單幢物業,51,100,2,-
香苑大廈,柴灣道29號,單幢物業,44,120,2,$11725
譽都,筲箕灣道305號,單幢物業,5,117,2,-
新利大廈,愛民街6-28號,單幢物業,45,210,2,-
太富樓,康祥街6號,單幢物業,56,198,2,-
太祥樓,康祥街2號,單幢物業,56,197,2,-
太康樓,康祥街8號,單幢物業,54,199,2,$12500
茵翠苑,茵翠街10-12號,屋苑,35,304,2,-
峰華?,峰霞道4-6號,屋苑,0,1286,2,-
樂軒臺,柴灣道350號,屋苑,23,1550,2,-
佳翠苑,小西灣道16號,屋苑,25,1216,1,-
欣景花園,筲箕灣道111號,屋苑,28,732,1,-
星灣峰,耀興道88號,單幢物業,15,155,1,-
柴灣戲院大廈,環翠道121號,單幢物業,40,151,1,-
太順樓,康祥街4號,單幢物業,56,198,1,-
華裕閣,康平街8號,單幢物業,40,120,1,-
華寶大廈,筲箕灣道334-344號,單幢物業,33,120,1,$15808
泰安閣,筲箕灣東大街62-74號,單幢物業,36,144,1,-
嘉兆大廈,筲箕灣道209-223號,單幢物業,37,124,1,-
銀河廣場,望隆街2號,單幢物業,29,100,1,-
御景軒,筲箕灣道250號,單幢物業,15,100,1,$14837
金威樓,金華街12-18號,單幢物業,52,90,1,-
寶文大廈,筲箕灣道258-272號,單幢物業,42,80,1,-
萬康大廈,筲箕灣道241-249號,單幢物業,53,142,1,-
君悅軒,西灣河街8號,單幢物業,11,112,1,-
協和大廈,金華街46-58號,單幢物業,28,72,1,-
恆昌閣,西灣河街22-28號,單幢物業,25,69,1,-
都富大廈,南安街61-65號,單幢物業,30,70,1,$21870
港島•東18,成安街18號,單幢物業,6,108,1,-
富欣閣,西灣河街23號,單幢物業,20,88,1,-
金寶大廈,筲箕灣道121-131號,單幢物業,39,84,1,-
金發大廈,筲箕灣東大街11號,單幢物業,37,84,1,-
富安閣,柴灣道394號,單幢物業,40,83,1,$12478
百利居,太寧街3號,單幢物業,17,53,1,-
永興閣,興民街50-52號,單幢物業,24,68,1,-
西灣大廈,西灣河街5-7A號,單幢物業,42,66,1,-
海安大廈,西灣河街94-98號,單幢物業,37,57,1,-
成安大樓,成安街38-46號,單幢物業,53,59,-,-
金海樓,西灣河街14-20號,單幢物業,42,58,-,-
愛秩序樓,筲箕灣道369-373號,單幢物業,52,56,-,-
都會大廈,筲箕灣道195-201號,單幢物業,53,66,-,-
大來大廈,筲箕灣道143-145號,單幢物業,36,68,-,-
富景大廈,筲箕灣道416-426號,單幢物業,42,54,-,-
東旺樓,筲箕灣東大街14-22號,單幢物業,43,76,-,-
東灣閣,筲箕灣東大街51號,單幢物業,19,92,-,-
延齡大廈,筲箕灣道192-198號,單幢物業,42,96,-,-
安樂樓,筲箕灣東大街13-15號,單幢物業,42,69,-,-
華堂大廈,筲箕灣道38-44號,單幢物業,41,63,-,-
富明閣,康平街6號,單幢物業,41,72,-,-
金基大廈,筲箕灣東大街141-151號,單幢物業,43,72,-,-
富城閣,柴灣道396號,單幢物業,39,112,-,-
寶華大廈,金華街36-44號,單幢物業,33,115,-,-
ISLAND RESIDENCE,筲萁灣道163號,單幢物業,1,170,-,-
永華大廈,南安街23號,單幢物業,39,144,-,-
利基大廈,西灣河街131號,單幢物業,37,182,-,-
柏匯,成安街33號,單幢物業,1,234,-,-
鴻恩大廈,聖十字徑38號,單幢物業,28,100,-,-
東興大廈,筲箕灣東大街28-40號,單幢物業,43,116,-,-
大樂樓,太祥街2號,單幢物業,58,150,-,-
德福樓,工廠街28號,單幢物業,31,120,-,-
景輝大廈,筲箕灣東大街98-112號,單幢物業,41,192,-,-
景翠苑,峰霞道8號,單幢物業,27,608,-,-
形薈,筲箕灣道393號,屋苑,0,654,-,-
香島,柴灣道33號,屋苑,0,473,-,-
杏花?,盛泰道100號,屋苑,29~32,6505,53,$15421
帝后華庭,皇后街1號,屋苑,15,1148,15,$17515
聚賢居,荷李活道108號,屋苑,12,397,8,$25495
高陞大樓,皇后大道西78-80號,屋苑,52,31,7,$11509
中發大廈,卑利街38-44號,單幢物業,40,132,7,$17960
盈峰一號,和風街1號,單幢物業,9,155,6,-
雍翠臺,必列者士街18號,屋苑,24,150,6,$19759
康威花園,新街市街8號,屋苑,31,412,5,$14531
荷李活華庭,皇后大道中268號,屋苑,19,550,5,$18754
華冠大廈,荷李活道181-199號,單幢物業,40,165,5,-
嘉豐大廈,文咸西街23-25號,單幢物業,35,57,5,$20717
尚賢居,士丹頓街72號,單幢物業,7,136,4,$22973
榮華閣,醫院道18號,屋苑,30,77,4,$14103
豪景臺,四方街26號,單幢物業,26,216,4,$18131
麗雅苑,樂古道3號,單幢物業,27,224,3,-
裕利大廈,樂古道68號,單幢物業,35,144,3,$16965
中源中心,皇后大道中328號,屋苑,38,366,3,-
新中環大廈,結志街39-49號,單幢物業,52,71,3,$18324
MANHATTAN AVENUE,皇后大道中253-265號,單幢物業,14,75,3,-
翠麗軒,居賢坊3號,單幢物業,13,64,3,$20982
文景大廈,文咸西街9-11號,單幢物業,33,70,3,-
匯賢居,高街1號,單幢物業,12,95,3,$22492
荷李活大樓,荷李活道186-190號,單幢物業,54,54,2,$9109
家樂花園,皇后大道西128號,單幢物業,23,96,2,$16779
匡景居,士丹頓街80號,單幢物業,18,96,2,-
環球大廈,新街5-13號,單幢物業,32,64,2,$21163
利華大廈,荷李活道171-177號,單幢物業,38,55,2,-
寶慶大廈,華寧里1-6號,單幢物業,53,167,2,-
海景大廈,干諾道西82-87號,單幢物業,40,184,2,-
利豐大廈,皇后大道中315-319號,單幢物業,40,91,2,$15800
安榮大廈,文咸東街51-59號,單幢物業,32,88,2,-
嘉利大廈,嘉咸街45-53A號,單幢物業,33,118,2,$18321
普頓臺,德輔道西88號,單幢物業,15,156,2,$19632
維港峰,干諾道西180號,單幢物業,3,126,1,-
賴恩樓,皇后大道西42-56號,單幢物業,38,100,1,$16118
榮華大廈,榮華里10號,屋苑,46~47,133,1,$17686
福陞閣,皇后大道中378號,單幢物業,32,174,1,$13898
啟發大廈,荷李活道160-168號,單幢物業,31,72,1,-
順景雅庭,太平山街38號,單幢物業,19,75,1,-
禧利大廈,皇后大道中269-277號,單幢物業,31,72,1,$17641
寶泰大廈,水坑口街9號,單幢物業,33,108,1,-
銀禧大廈,普慶坊62-72號,單幢物業,38,87,1,-
太平大廈,荷李活道208-214號,單幢物業,45,84,1,-
威利大廈,威利麻街19-23號,單幢物業,45,84,1,-
景怡居,鴨巴甸街55號,單幢物業,18,84,1,-
新佳大廈,新街2A-8號,單幢物業,31,66,1,-
達隆名居,干諮道西38號,單幢物業,16,66,1,-
永利大廈,伊利近街1-5號,單幢物業,38,66,1,-
亞畢諾大廈,亞畢諾道10-14號,單幢物業,39,65,1,-
百麗花園,亞畢諾道15號,單幢物業,25,66,-,-
御林豪庭,裕林臺8號,單幢物業,19,93,-,-
祺安大廈,荷李活道198-202號,單幢物業,26,96,-,-
金裕大廈,甘雨街8號,單幢物業,27,108,-,-
俊陞華庭,高陞街68-82號,單幢物業,15,108,-,-
太慶大廈,普慶坊22-34號,單幢物業,37,69,-,-
華利樓,皇后大道西210-218號,單幢物業,40,130,-,-
新成大廈,皇后大道西27-39號,單幢物業,33,207,-,-
高陞大廈,高陞街48-66號,單幢物業,39,160,-,-
僑發大廈,皇后大道西115-119號,屋苑,44,195,-,-
港灣豪庭,福利街8號,屋苑,15,3520,68,$17119
維港灣,海輝道11號,屋苑,18,2316,38,$17888
君匯港,深旺道8號,屋苑,12,1514,34,$18075
柏景灣,海庭道18號,屋苑,17,2948,33,$19893
浪澄灣,海輝道8號,屋苑,14,1830,29,$18185
奧柏•御峰,櫸樹街88號,屋苑,6,462,29,$17298
帝峰•皇殿,海泓道1號,屋苑,8,964,22,$18769
瓏璽,海輝道10號,屋苑,7,650,18,$26621
凱帆軒,海帆道11號,屋苑,15,880,17,$16724
一號銀海,海輝道18號,屋苑,12,712,16,$23091
亮賢居,詩歌舞街83號,單幢物業,10,349,11,$13520
海桃灣,櫻桃街38號,屋苑,10,522,9,-
君臨天下,柯士甸道西1號,屋苑,15,1122,26,-
擎天半島,柯士甸道西1號,屋苑,15~16,2127,26,$29374
凱旋門,柯士甸道西1號,屋苑,13,1058,21,$32346
漾日居,柯士甸道西1號,屋苑,18,1290,20,$19942
天璽,柯士甸道西1號,屋苑,11,837,17,$34932
THE AUSTIN,匯翔道8號,屋苑,4,576,11,$23981
御金•國峰,友翔道1號,屋苑,6,740,9,-
名鑄,河內道18號,單幢物業,9,346,6,$31557
GRAND AUSTIN,柯士甸道西9號,屋苑,4,691,4,$33870
大同新?,旺堤街48號,屋苑,42~44,2127,40,$11074
富榮花園,海庭道16號,屋苑,20,3908,19,$11008
形品•星寓,洋松街1號,單幢物業,7,377,17,$16241
奧朗•御峰,埃華街8號,單幢物業,4,113,12,$16539
頌賢花園,通州街28號,屋苑,30,480,9,-
鴻都大廈,豉油街102號,屋苑,34,392,9,$15376
別樹華軒,太子道西157號,單幢物業,15,171,9,$18182
東海大廈,彌敦道760號,單幢物業,45,330,8,$10250
窩打老道8號,窩打老道8號,屋苑,14,577,8,$17873
富貴大廈,富貴街12號,屋苑,57~59,601,8,$10305
文華樓,文英街1-23號,單幢物業,53,418,8,$9712
文英樓,文苑街1-23號,單幢物業,54,409,8,$9873
富多來新?,櫸樹街40號,屋苑,37~38,700,8,$13771
文苑樓,文苑街2-24號,單幢物業,54,410,7,$8341
文景樓,文英街25-47號,單幢物業,51,419,7,-
華德大廈,窩打老道1A號,單幢物業,54,348,7,$10317
廣發大廈,廣東道888號,單幢物業,21,84,6,$15031
I-HOME,洋松街38號,單幢物業,9,182,6,$15092
長旺大廈,長旺道17號,單幢物業,48,240,6,$10476
源發大廈,奶路臣街1-1E號,單幢物業,53,332,6,$9686
順景大廈,奶路臣街2-2K號,屋苑,40,416,6,$13929
文蔚樓,文蔚街2-24號,單幢物業,53,408,6,$9023
文輝樓,文苑街25-47號,單幢物業,52,408,6,-
文昌樓,文蔚街26-48號,單幢物業,48,405,6,$8795
中美樓,大角咀道153號,單幢物業,52,473,6,$9511
中英樓,大角咀道163號,單幢物業,53,490,6,$10310
寶亨大廈,登打士街2-8號,屋苑,35,280,5,$11662
文耀樓,文苑街26-48號,單幢物業,49,410,5,-
順豐大廈,東安街3號,單幢物業,26,92,5,$15762
寶寧大廈,彌敦道525-543號,單幢物業,49,334,5,$10090
廣輝大廈,廣華街13號,單幢物業,31,168,5,$11945
永發大廈,廣東道847-865號,單幢物業,34,114,5,$14887
翠匯軒,廣東道600號,單幢物業,8,62,5,-
旺角大樓,彌敦道546號,單幢物業,56,84,4,$8462
五寶大廈,西洋菜南街109號,單幢物業,53,62,4,$7823
偉晴閣,偉晴街36號,單幢物業,40,162,4,-
富達大廈,豉油街50號,單幢物業,33,184,4,-
長輝大廈,塘尾道22號,單幢物業,50,246,4,$14922
藝興大廈,染布房街5號,單幢物業,54,260,4,-
中堅樓,角祥街80號,單幢物業,52,313,4,-
金滿閣,鐵樹街31號,單幢物業,37,90,4,-
仁安大廈,廣華街1號,屋苑,44,390,4,-
得寶大廈,洗衣街70號,屋苑,39,216,4,-
翠園大樓,登打士街85號,屋苑,54,346,4,-
福興大廈,福全街20-30號,單幢物業,54,117,4,$9541
中和樓,中匯街3號,單幢物業,53,422,4,-
中興樓,中匯街33號,單幢物業,52,418,4,-
駿發花園,眾坊街3號,屋苑,23~27,1565,4,$13993
荔塘大廈,塘尾道198F號,屋苑,45,181,4,-
建煌華廈,洗衣街111-121號,屋苑,56,156,3,-
百祥大廈,通菜街26-34號,屋苑,58,152,3,-
海富苑,海庭道2號,屋苑,18,3761,3,-
中耀樓,角祥街75號,單幢物業,48,380,3,-
中星樓,中匯街63號,單幢物業,52,190,3,-
明威閣,廣華街15-33號,單幢物業,37,119,3,-
新萬利大廈,甘芳街5號,單幢物業,34,126,3,-
華發大廈,通菜街1R號,單幢物業,38,126,3,-
福和大樓,通州街43號,屋苑,44,212,3,-
順利大廈,渡船街220號,屋苑,39,346,3,-
榮富苑,棕樹街2-20號,屋苑,25,248,3,-
金堂閣,鐵樹街19號,單幢物業,37,90,3,$14007
利群大廈,通菜街84-86號,單幢物業,57,90,3,$8727
富寧閣,花園街260號,單幢物業,33,81,3,$13492
金輝大廈,窩打老道20號,單幢物業,40,82,3,$13088
百利達廣場,廣華街3號,單幢物業,15,272,3,$16546
廣源大廈,甘霖街4號,單幢物業,51,235,3,$7125
廣富大廈,甘霖街38號,單幢物業,52,235,3,$8355
長興大廈,長旺道15號,單幢物業,48,233,3,-
界限大樓,界限街2-2B號,單幢物業,52,168,3,-
祥發大廈,廣東道867-885號,單幢物業,40,132,3,$11650
麗明大廈,通菜街223號,單幢物業,29,71,3,-
海溢閣,德昌里8號,單幢物業,28,72,3,$14286
旺角廣場,豉油街28號,單幢物業,24,60,3,-
昌富大廈,快富街2-6號,單幢物業,39,63,3,$10761
偉利閣,偉晴街49-59號,單幢物業,36,69,3,$12143
花園廣場,花園街19號,單幢物業,15,64,3,$16536
福祥樓,嘉善街32-48號,單幢物業,45,108,3,-
百匯軒,荔枝角道33號,單幢物業,10,107,3,$13585
寶齡大廈,砵蘭街348號,單幢物業,33,96,3,$13362
柏豐28,必發道28號,單幢物業,10,94,3,$14923
龍旺大廈,旺角道44號,單幢物業,56,55,3,-
福祿大廈,界限街44-46號,單幢物業,43,52,3,-
恆運樓,新填地街141號,單幢物業,31,68,3,-
花園大樓,花園街213號,單幢物業,54,59,2,-
仁歡花園,洗衣街233-239號,單幢物業,34,58,2,$13692
砵蘭街大廈,砵蘭街107A號,單幢物業,51,66,2,$13707
康樂大廈,彌敦道477A號,單幢物業,50,52,2,-
利聯大廈,砵蘭街436A號,單幢物業,52,52,2,-
英來大廈,汝州街19-25號,單幢物業,55,55,2,$7143
偉景閣,偉晴街65-75號,單幢物業,25,51,2,-
利民大廈,通菜街110號,單幢物業,56,84,2,$9308
順安大廈,東安街16號,單幢物業,29,96,2,-
好世界洋樓,塘尾道197-199號,單幢物業,43,96,2,-
新利大廈,新填地街581號,單幢物業,27,96,2,-
啟運大廈,廣東道1059號,單幢物業,48,70,2,-
金華大樓,西洋菜北街181-185號,單幢物業,57,64,2,$7505
嘉泰大樓,寧波街21號,單幢物業,53,64,2,$7848
德基大廈,炮台街95-105號,單幢物業,36,62,2,-
瓊華閣,花墟道10-16號,單幢物業,32,60,2,-
黃金大廈,上海街650號,單幢物業,53,73,2,-
華偉大廈,偉晴街72號,單幢物業,38,76,2,-
廣榮樓,山東街18號,單幢物業,47,110,2,$9514
好望角大廈,西洋菜南街5-7號,單幢物業,47,128,2,-
麗華大廈,洋松街33號,單幢物業,39,141,2,-
華新大廈,煙廠街6-20號,單幢物業,40,138,2,-
新興大廈,彌敦道603-609A號,單幢物業,52,248,2,-
廣豐大廈,甘霖街3號,單幢物業,52,234,2,$9614
先施大廈,亞皆老街83號,單幢物業,55,238,2,-
中原樓,樂群街3號,單幢物業,52,311,2,$8019
櫻桃大廈,橡樹街39A號,單幢物業,53,339,2,-
寶安大廈,旺角道30號,單幢物業,52,90,2,-
福群樓,博文街32號,屋苑,45,216,2,-
海康大廈,鐵樹街43號,屋苑,29,104,2,-
奧城•西岸,福澤街18號,單幢物業,2,104,2,$16471
永信大樓,菩提街4號,單幢物業,57,104,2,$6410
安康大廈,煙廠街15-23號,單幢物業,34,104,2,-
金輪大廈,彌敦道739號,單幢物業,60,123,2,-
慶年大樓,塘尾道210號,單幢物業,52,117,2,$9969
寶興大樓,界限街10L-12號,單幢物業,48,160,2,-
鴻威大廈,花園街3-5號,屋苑,34,176,2,-
鴻光大廈,通菜街2A-2P號,屋苑,39,176,2,$11903
金華大廈,廣東道831K號,屋苑,46,290,1,-
福明大廈,福全街32-40號,屋苑,44,189,1,-
麥花臣匯,奶路臣街38號,屋苑,6,299,1,-
長發大廈,長旺道19號,單幢物業,48,127,1,-
鴻祥大廈,煙廠街1-3號,單幢物業,32,104,1,-
嘉福中心,荔枝角道175-185號,單幢物業,38,104,1,-
祥興大廈,碧街44-48號,單幢物業,52,101,1,-
榮華大樓,山東街40P號,單幢物業,59,97,1,-
麗星大廈,彌敦道497A號,單幢物業,55,99,1,-
上海大廈,上海街380-390A號,單幢物業,53,100,1,-
恆裕閣,碧街8號,單幢物業,24,92,1,$14151
恆通大廈,廣東道1112-1120號,屋苑,43,237,1,-
嘉利大廈,基隆街45號,單幢物業,39,83,1,-
富安大廈,通州街192號,單幢物業,60,88,1,-
金旺閣,鐵樹街7號,單幢物業,37,90,1,$14355
慶華大樓,新填地街272號,單幢物業,53,81,1,-
遠景大廈,西洋菜南街26-36號,單幢物業,54,81,1,-
金都中心,彌敦道745-747號,單幢物業,38,80,1,-
南苑大廈,大南街54號,單幢物業,45,78,1,$11339
平安大樓,彌敦道385號,單幢物業,58,256,1,-
大角咀大廈,橡樹街63號,單幢物業,56,261,1,$8123
長豐大廈,通州街6號,單幢物業,52,168,1,-
鴻輝大廈,通菜街2Q-2Z號,單幢物業,39,168,1,-
僑明大廈,花園街145-161號,單幢物業,51,166,1,-
千歲大廈,利得街4號,單幢物業,55,174,1,-
麗華閣,槐樹街6號,單幢物業,26,136,1,-
依利大廈,奶路臣街33號,單幢物業,45,138,1,-
褔群大廈,合桃街8號,單幢物業,26,112,1,-
德利大廈,炮台街14號,單幢物業,40,71,1,-
金國中心,花園街76A號,單幢物業,14,71,1,-
華寶大廈,基隆街2-16號,單幢物業,43,72,1,-
威發大廈,黑布街96-102號,單幢物業,38,72,1,-
利源閣,廣東道835-845號,單幢物業,37,76,1,-
德昇大廈,廣東道618-632號,單幢物業,41,72,1,-
德仁大廈,荔枝角道107號,單幢物業,50,55,1,-
東發樓,花園街200-206A號,單幢物業,0,60,1,-
安蘭閣,東安街38號,單幢物業,21,69,1,-
廣興大廈,廣東道543-553號,單幢物業,33,64,1,-
東裕大廈,東方街6-8A號,單幢物業,39,69,1,-
必發大廈,必發道9號,單幢物業,54,108,1,$9223
萬新大廈,砵蘭街163-173號,單幢物業,37,108,1,-
萬成大廈,新填地街472-480號,單幢物業,33,96,1,-
利泰大樓,太子道西107號,單幢物業,55,96,1,-
廣福大廈,山東街28-30號,單幢物業,54,96,1,$8557
長旺雅苑,長旺道9號,單幢物業,15,94,1,-
宏景大廈,花園街59號,單幢物業,40,94,1,-
福康大樓,福全街17-19號,單幢物業,46,94,1,-
廣興大廈,豉油街7A-7B號,單幢物業,54,94,1,-
MOD595,新填地街595號,單幢物業,11,85,1,-
鴻禧大廈,花園街1號,單幢物業,34,88,1,$13770
新江大樓,西洋菜南街2J-2Q號,單幢物業,41,87,1,-
偉基樓,洗衣街91號,單幢物業,53,93,1,-
德喜大廈,德昌里1-9號,單幢物業,40,92,1,$12838
騏邦大廈,偉晴街29-37號,單幢物業,37,54,1,-
榮基樓,塘尾道209號,單幢物業,53,54,1,-
萬榮大廈,彌敦道503-507號,單幢物業,48,55,1,-
利達大樓,彌敦道787A號,單幢物業,55,52,1,$8909
新望大廈,彌敦道765號,單幢物業,33,52,1,-
安美大廈,上海街599A號,單幢物業,52,53,1,-
麗英大廈,彌敦道780-782號,單幢物業,47,52,1,-
嘉怡大廈,太子道西84-88號,單幢物業,30,52,1,-
兆豐大廈,廟街9號,單幢物業,36,52,1,-
伊利莎大廈,洗衣街185-191號,單幢物業,44,52,1,-
寶豐大樓,荔枝角道75-79號,單幢物業,53,68,1,$8850
偉成大廈,偉晴街62號,單幢物業,39,68,1,$13544
嘉榮大廈,彌敦道534-538號,單幢物業,45,67,1,-
俊逸豪園,新填地街151號,單幢物業,16,66,1,-
大角咀道39-53號,大角咀道39-53號,單幢物業,61,65,1,-
友和大樓,花園街134號,單幢物業,54,60,1,-
瑜德大廈,偉晴街8號,單幢物業,53,56,1,-
振宜大廈,彌敦道733號,單幢物業,52,58,1,-
文華閣,花墟道28-36號,單幢物業,38,55,-,-
利發大廈,砵蘭街362A號,單幢物業,55,60,-,-
建福大廈,界限街2G-2K號,單幢物業,53,60,-,-
鉅成大樓,西洋菜北街290-302號,單幢物業,38,65,-,-
榮森大廈,運動場道6號,單幢物業,48,66,-,-
橡樹樓,橡樹街90號,單幢物業,49,66,-,-
利安大廈,亞皆老街56-62號,單幢物業,59,67,-,-
廣基大廈,廣東道608號,單幢物業,26,68,-,-
利盛大樓,太子道西87號,單幢物業,54,68,-,-
嘉慶苑,花園街239-243號,單幢物業,17,52,-,-
大安樓,塘尾道77號,單幢物業,59,52,-,-
永僑大廈,彌敦道530號,單幢物業,49,52,-,-
鑽石樓,砵蘭街380-386號,單幢物業,53,52,-,-
福群大廈,界限街10號,單幢物業,42,52,-,-
華樂大廈,染布房街6-8號,單幢物業,55,84,-,-
富景洋樓,渡船街252號,單幢物業,40,78,-,-
金荔閣,荔枝角道127-133號,單幢物業,37,78,-,-
恆安大樓,西洋菜北街163A號,單幢物業,55,88,-,-
有利樓,利業街16號,單幢物業,46,88,-,-
賀賢居,窩打老道45號,單幢物業,17,86,-,-
雅寶大廈,鴉打街46-58號,單幢物業,32,93,-,-
肇豐大廈,必發道33號,單幢物業,44,96,-,-
上海大廈,上海街670號,單幢物業,45,69,-,-
黃禮賢大廈,花園街232-242號,單幢物業,46,69,-,-
德昌大廈,炮台街107-117號,單幢物業,41,70,-,-
順明大廈,上海街488號,單幢物業,25,63,-,-
康樂大廈,洗衣街92號,單幢物業,59,63,-,-
海昇大廈,東安街46號,單幢物業,29,63,-,-
裕景樓,上海街293號,單幢物業,40,63,-,-
德豐大廈,新填地街374-388號,單幢物業,42,55,-,-
宏安大廈,通菜街93號,單幢物業,52,74,-,-
勝興樓,荔枝角道78-84號,單幢物業,48,78,-,-
永如大廈,彌敦道691-697號,單幢物業,50,78,-,-
僑建大廈,彌敦道568A號,單幢物業,54,72,-,-
華富園,豉油街110號,單幢物業,41,72,-,-
珀•軒,白加士街101號,單幢物業,3,114,-,-
百勝大廈,塘尾道27-41號,單幢物業,31,112,-,-
逸新,基隆街50號,單幢物業,0,138,-,-
海興大樓,利得街47號,單幢物業,54,247,-,-
廣裕大廈,甘霖街37號,單幢物業,52,235,-,-
興旺大廈,大角咀道85號,單幢物業,54,284,-,-
泰怡大廈,洗衣街129-135號,單幢物業,54,79,-,-
昌明大廈,亞皆老街86號,單幢物業,41,80,-,-
大安樓,廣東道820-832號,單幢物業,49,80,-,-
新港豪庭,塘尾道51號,單幢物業,12,80,-,-
利成大廈,偉晴街19號,單幢物業,57,90,-,-
怡輝大樓,通菜街149A號,單幢物業,55,89,-,-
金威廣場,白加士街98號,單幢物業,19,90,-,-
雅佳樓,砵蘭街274號,單幢物業,54,83,-,-
華美大樓,砵蘭街207-213號,屋苑,46,52,-,-
萬盛閣,荔枝角道168號,屋苑,24,104,-,-
甘芳大廈,甘芳街10-20號,單幢物業,36,92,-,-
都會名軒,廣東道535號,單幢物業,13,92,-,-
德發大廈,通菜街59A-61C號,單幢物業,39,103,-,-
遠東銀行旺角大廈,奶路臣街11號,單幢物業,48,126,-,-
大利樓,角祥街31-41號,單幢物業,50,148,-,-
百寶大廈,弼街82號,單幢物業,55,118,-,-
金勳大廈,彌敦道379號,單幢物業,49,154,-,-
