Name,Address,Type,Property Age,No. of units,Transactions in last 180 days,Latest transaction unit price
SKYPARK,奶路臣街17號,單幢物業,2,442,-,-
順興大廈,渡船街319號,單幢物業,38,224,-,-
利奧坊•曉岸,利得街11號,屋苑,1,452,-,-
港景峰,廣東道188號,屋苑,16,990,13,-
海景大廈,漆咸道南21-27號,單幢物業,60,225,8,-
恆星樓,緬甸臺3號,單幢物業,48,323,7,$12649
金巴利道26號,金巴利道26號,單幢物業,14,168,6,$19513
重慶大廈,彌敦道40號,單幢物業,57,509,5,-
金海大廈,上海街121-123號,單幢物業,40,74,5,$13481
華楓大廈,棉登徑17-23號,單幢物業,39,84,5,$14148
好安樓,柯士甸道107-109號,單幢物業,45,94,4,$12842
華豐大廈,佐敦道15號,單幢物業,54,229,4,$8153
華敦大廈,彌敦道92-94號,屋苑,54,109,4,-
富裕臺,德成街4-16號,屋苑,40,269,4,-
美麗都大廈,彌敦道58號,屋苑,59,505,3,-
統一大廈,上海街111號,屋苑,60,132,3,-
遠東大廈,中間道5-6號,單幢物業,59,182,3,$8633
僑豐大廈,柯士甸路18號,單幢物業,55,165,3,-
永富大廈,白加士街10-24號,單幢物業,38,74,3,$15203
瓊林閣,山林道22-26號,單幢物業,43,94,3,$14286
寶發大廈,廟街279號,單幢物業,34,93,3,-
怡齡閣,廟街259A號,單幢物業,37,66,3,$13413
寶華大樓,廟街300-306號,單幢物業,40,58,2,$12176
鴻運大樓,佐敦道22號,單幢物業,57,186,2,$8249
文利大廈,廣東道86-98號,單幢物業,40,90,2,-
華源大廈,彌敦道87號,屋苑,57,236,2,$10460
漢口中心,北京道47號,屋苑,50,235,2,$14760
嘉芬大廈,加拿分道8-12E號,屋苑,59,72,2,$14031
偉安大廈,柯士甸道3A號,屋苑,56,107,2,-
華寶大廈,寶勒巷26-36號,屋苑,41,128,2,$12469
溫莎大廈,漆咸道南29-31號,單幢物業,54,120,2,$9983
富麗閣,德興街4-6號,單幢物業,33,118,2,$15708
立信大廈,彌敦道242號,單幢物業,59,207,2,$9591
環海大廈,山林道52號,單幢物業,54,191,2,$8756
瑞香園大廈,佐敦道41號,單幢物業,52,65,2,-
恆昌大廈,上海街20-26號,單幢物業,39,68,2,$15357
良友大廈,柯士甸路15C號,單幢物業,59,54,2,-
德成軒,德興街18號,單幢物業,11,94,2,$17589
南海大廈,漆咸道南81號,單幢物業,56,96,2,-
夏蕙閣,赫德道19-23號,單幢物業,34,64,2,$15323
希爾頓大廈,加連威老道96號,屋苑,37,86,1,$14196
幸運大廈,柯士甸道65號,單幢物業,42,119,1,$15849
康源閣,德成街1-5號,屋苑,38,119,1,-
集友大廈,加拿分道6C號,屋苑,56,63,1,-
百誠大廈,佐敦道31-37號,單幢物業,41,82,1,-
AVA 62,上海街62號,單幢物業,1,88,1,-
漢口大廈,漢口道45號,單幢物業,59,90,1,$15300
美化唐樓,上海街25-35號,單幢物業,47,81,1,$9524
聯德大廈,佐敦道40-44A號,單幢物業,53,80,1,-
海防大廈,彌敦道101號,單幢物業,58,166,1,$9972
公園大廈,廣東道316號,單幢物業,53,72,1,-
嘉華大廈,柯士甸路15B號,單幢物業,60,74,1,$9714
德利樓,吳松街103號,單幢物業,55,63,1,-
花園大廈,柯士甸道154-156號,單幢物業,60,62,1,-
金柏閣,金巴利道79-81號,單幢物業,32,62,1,-
金巴利大廈,柯士甸路15號,單幢物業,60,109,1,-
金冠大廈,彌敦道68號,單幢物業,54,95,1,-
餘慶大廈,吳松街118號,單幢物業,51,83,1,-
寶樂大樓,吳松街156號,單幢物業,45,78,1,-
天文閣,金巴利街2A號,單幢物業,41,77,1,-
樂福大廈,諾士佛臺14A號,單幢物業,46,54,1,-
嘉寶大廈,諾士佛臺2-3號,單幢物業,34,52,1,-
可群大廈,佐敦道48-54號,單幢物業,42,51,1,-
順輝大廈,金巴利道64-66A號,單幢物業,33,68,1,-
華暉大廈,加連威老道38-40號,單幢物業,38,60,1,$13629
高基大廈,佐敦道9-11號,單幢物業,32,58,-,-
佐敦大廈,佐敦道37L-37T號,單幢物業,61,56,-,-
利金閣,庇利金街13-25號,單幢物業,32,56,-,-
福樂大廈,佐敦道21號,單幢物業,55,65,-,-
匯萃,官涌街7號,單幢物業,2,66,-,-
耀棠閣,佐敦道12號,單幢物業,51,52,-,-
豪華閣,厚福街9號,單幢物業,33,52,-,-
廣利樓,山林道29-31號,單幢物業,32,52,-,-
煒亨大廈,廣東道308-310號,單幢物業,52,95,-,-
香檳大廈,金巴利道20號,單幢物業,61,107,-,-
多富閣,厚福街5-6號,單幢物業,31,64,-,-
發利大廈,加拿分道33號,單幢物業,57,63,-,-
金興大廈,金巴利道51號,單幢物業,54,61,-,-
敦成大廈,佐敦道28號,單幢物業,52,62,-,-
金淞大廈,吳松街130-142號,單幢物業,41,60,-,-
恆利大廈,廣東道68-80號,單幢物業,41,72,-,-
凱譽,棉登徑8號,單幢物業,16,262,-,-
永利大廈,金巴利道33號,單幢物業,55,89,-,-
秀華閣,金巴利道55號,單幢物業,30,120,-,-
友聯大廈,漆咸道南33-35號,單幢物業,52,117,-,-
嘉文花園,覺士道9號,屋苑,21,190,-,-
半山壹號,常盛街80號,屋苑,9,941,24,$18917
俊民苑,忠孝街66號,屋苑,37~38,1800,21,$12445
御龍居,忠孝街83號,屋苑,20,334,7,-
欣圖軒,忠孝街93號,屋苑,20,712,7,-
恆山閣,高山道9號,單幢物業,37,115,7,$12531
富威花園,太平道7號,屋苑,34,326,5,-
君頤峰,京士柏衛理道18號,屋苑,14,703,5,$22710
冠熹苑,常樂街3號,單幢物業,18,796,5,$14495
金富大廈,太平道3號,單幢物業,38,180,5,$14077
仁儀苑,梭椏道29-33號,單幢物業,40,57,5,$14839
成德大廈,太平道15號,單幢物業,56,175,4,$15752
怡安閣,亞皆老街124B號,屋苑,42,336,4,$12044
帝庭園,京士柏道1號,屋苑,22,359,4,-
巴富花園,巴富街5-9號,屋苑,38,376,4,$12361
雅士花園,亞皆老街198號,屋苑,27,208,4,$14752
太平花園,太平道2號,單幢物業,24,100,4,-
寶雲閣,亞皆老街154-164號,屋苑,42,290,3,-
嘉輝臺,何文田山道26號,屋苑,40,189,3,-
常康園,常康街1號,單幢物業,46,161,3,-
全發大廈,山谷道9號,單幢物業,40,92,3,$14063
太平居,太平道6號,單幢物業,20,92,3,$16559
冠華園,窩打老道84號,屋苑,53,118,3,$9355
碧殿閣,太子道西361-367號,單幢物業,44,72,3,-
玉華大廈,科發道1A-1B號,單幢物業,55,66,2,-
嘉景樓,文福道22號,單幢物業,52,68,2,$12508
柏德豪廷,太子道西377號,單幢物業,14,68,2,-
芝齡大廈,窩打老道77B-77C號,單幢物業,43,54,2,-
嘉麗園,亞皆老街117-121號,單幢物業,45,87,2,-
瓊林別墅 (A-B座),文福道19號,單幢物業,52,136,2,$14413
德威大廈 (一期及二期),文福道14-20A號,單幢物業,53,136,2,-
恆信園,窩打老道90-90A號,屋苑,46~55,369,2,-
儉德大廈,彌敦道342A號,單幢物業,53,116,2,-
怡景大廈,窩打老道67E號,單幢物業,41,144,2,$12908
麗晶樓,文運道6號,單幢物業,51,120,2,-
君逸山,迦密村街9號,單幢物業,15,188,2,$18257
萬基大廈,窩打老道86號,單幢物業,52,157,2,$12278
爵士花園,京士柏道33號,屋苑,23,302,2,-
文豪閣,何文田山道5號,屋苑,33,100,2,-
雅麗居,亞皆老街180號,屋苑,23,176,2,$20898
東方花園,公爵街10-14號,屋苑,51,192,2,-
冠暉苑,常樂街1號,屋苑,19,300,1,-
正平大廈,太平道4號,單幢物業,47,119,1,-
帝國大廈,窩打老道79號,單幢物業,58,104,1,$7715
公主台,文福道21-23號,單幢物業,51,100,1,-
巴富洋樓,巴富街27-31號,屋苑,44,144,1,-
衛理苑,衛理徑23號,屋苑,33,129,1,-
京士柏山,京士柏山道1-98號,屋苑,18,128,1,-
鼎峰大廈,學餘里1-2號,屋苑,53,106,1,-
碧麗園,亞皆老街163號,屋苑,40,72,1,-
雅閣花園,科發道8號,屋苑,29,116,1,-
翠華大廈,亞皆老街128A號,屋苑,55~60,249,1,-
雅利德樺臺,牧愛街38號,單幢物業,18,186,1,-
華欣閣,太平道5號,單幢物業,39,138,1,-
九龍總商會大廈,自由道2號,單幢物業,34,140,1,$13863
SKY GARDEN,太子道西223號,單幢物業,14,115,1,-
何文田山1號,何文田山道1號,單幢物業,16,113,1,-
曾榕大廈,窩打老道70號,單幢物業,54,72,1,-
自由大廈,窩打老道72號,單幢物業,56,62,1,$11990
灝畋峰,何文田山道15號,單幢物業,12,70,1,-
嘉多利豪園,窩打老道83號,單幢物業,16,110,1,-
太平閣,太平道8號,單幢物業,27,96,1,-
富都大廈,亞皆老街98號,單幢物業,39,94,1,-
永安台,何文田山道24號,單幢物業,41,68,1,-
仁華園,文福道12號,單幢物業,52,68,1,-
KADOORIE HILL,太子道西211號,單幢物業,5,66,1,-
松亭閣,窩打老道61-63號,單幢物業,39,59,-,-
龍柏花園,何文田山道3號,單幢物業,23,57,-,-
海倫苑,太子道西257-263號,單幢物業,27,60,-,-
棗梨雅道3號,棗梨雅道3號,單幢物業,3,68,-,-
碧佳閣,亞皆老街169-171號,單幢物業,33,52,-,-
DUNBAR PLACE,登巴道23號,單幢物業,5,54,-,-
加多利峰,亞皆老街110號,單幢物業,4,55,-,-
KADOORIA,嘉道理道111-133號,單幢物業,0,77,-,-
德信園,文運道3號,單幢物業,53,76,-,-
勝利道1號,勝利道1號,單幢物業,7,63,-,-
德星樓,文運道5號,單幢物業,53,60,-,-
澤豐大廈,彌敦道440-442號,單幢物業,52,74,-,-
利寶大廈,棗梨雅道5-7A號,單幢物業,54,116,-,-
加多利軒,勝利道7號,單幢物業,0,250,-,-
毅廬,石鼓街2號,單幢物業,39,79,-,-
富臨閣,太平道9號,單幢物業,39,90,-,-
ONE HOMANTIN,常富街1號,屋苑,0,564,-,-
君柏,亞皆老街204號,屋苑,2,229,-,-
仁禮花園,何文田山道11號,屋苑,31,57,-,-
愛華閣,太子道西309號,屋苑,46,72,-,-
賀龍居,何文田山道19號,屋苑,23,212,-,-
怡富大廈,山谷道10號,單幢物業,33,100,-,-
僑宏大廈,學餘里3號,單幢物業,53,102,-,-
彌敦大廈,彌敦道512號,單幢物業,60,125,-,-
榮英大廈,梭椏道8-8A號,單幢物業,54,145,-,-
蔚景樓,漆咸道北275號,單幢物業,43,159,-,-
天鑄,佛光街23號,屋苑,2,532,-,-
皓畋,常盛街28號,屋苑,1,1442,-,-
翔龍灣,新碼頭街38號,屋苑,12,1782,47,$17308
偉恆昌新?,美景街113號,屋苑,39~40,2730,45,$13285
榮光街50號,榮光街50號,單幢物業,60,57,38,$8126
安和園,美光街66號,屋苑,44~45,1084,22,$10402
傲雲峰,宋皇臺道38號,屋苑,14,2209,21,$16439
定安大廈,土瓜灣道80R號,屋苑,45,863,16,$11970
益豐大廈,土瓜灣道237-239A號,屋苑,46~51,823,13,$11085
新城中心,炮仗街96-110號,屋苑,31,280,10,$14465
陽光廣埸,崇安街17號,屋苑,27,319,9,$14323
紅磡大廈,蕪湖街56A號,單幢物業,54,88,9,$10643
美景樓,美景街2號,屋苑,54,1046,7,-
碧麗花園,庇利街23號,屋苑,23,432,7,$15647
嘉景花園,炮仗街71號,屋苑,24~25,512,7,$15463
長樂大廈,必嘉街1G-1K號,單幢物業,52,178,7,-
兆豐閣,譚公道98號,單幢物業,25,78,6,$15914
榮林大廈,新柳街1A-1J號,單幢物業,37,92,6,$17589
福安大廈,馬頭涌道90-98號,屋苑,42,176,6,$11349
高發大廈,漆咸道北393A號,單幢物業,53,120,5,$11409
隆基大樓,馬頭圍道23-35號,屋苑,44,379,5,$9962
寶德大廈,浙江街25-27G號,屋苑,46,360,5,-
金都豪苑,馬頭角道28號,單幢物業,17,288,4,-
怡輝大廈,漆咸道北423-433號,單幢物業,33,150,4,$16096
昌盛金鋪大樓,新柳街5-7號,單幢物業,51,120,4,-
東寶大樓,北帝街60號,單幢物業,48,199,4,-
寶光大廈,馬坑涌道2C號,單幢物業,52,162,4,-
家維?,差館里12號,屋苑,25~28,892,4,$9250
海悅豪庭,馬頭圍道209號,屋苑,20,168,4,$16078
富運大廈,漆咸道北436-450號,屋苑,37,188,4,$14264
寶威大廈,寶其利街59-67號,單幢物業,27,56,4,-
美善同大廈,美善同道27-49號,單幢物業,61,110,4,-
萬高花園洋樓,信用街2號,單幢物業,52,130,4,-
華發大廈,馬坑涌道6號,單幢物業,43,134,4,$11714
譚公大廈,譚公道63A號,單幢物業,54,169,4,$10366
錦堂樓,木廠街16號,單幢物業,51,260,4,$11146
福運大廈,春田街25-25D號,單幢物業,43,120,3,$8710
崇禮樓,崇潔街36號,單幢物業,45,119,3,$11433
寶怡大廈,馬頭圍道49號,單幢物業,30,120,3,$16092
榮輝大廈,榮光街52號,屋苑,24,204,3,$14468
同興花園,九龍城道61號,屋苑,22,112,3,$15335
華麗大廈,老龍坑街2號,單幢物業,40,90,3,$10308
僑發大廈,落山道96號,單幢物業,53,364,3,-
同順興大廈,浙江街22號,單幢物業,45,182,3,-
旺德大廈,啟明街11-19號,單幢物業,44,168,3,$12177
中南大廈,木廠街2-4號,單幢物業,55,174,3,-
港圖灣,旭日街9號,單幢物業,6,175,3,-
源成大廈,機利士南路17號,單幢物業,52,116,3,-
金寶大廈,炮仗街68-80號,單幢物業,33,71,3,-
興華大廈,蕪湖街157-171號,單幢物業,45,84,3,-
順輝大廈,北帝街147號,單幢物業,31,83,3,$13758
嘉寶大廈,下鄉道67-77號,單幢物業,33,58,2,-
好運樓,馬頭圍道360號,單幢物業,22,56,2,-
必發樓,機利士南路23-25號,單幢物業,39,60,2,$15619
雲天大樓,譚公道108-114號,單幢物業,54,66,2,-
明發大廈,浙江街48號,單幢物業,41,83,2,-
僑成大廈,炮仗街55-65號,單幢物業,39,107,2,-
協輝大廈,差館里9號,單幢物業,25,64,2,-
崇敬樓,崇潔街31號,單幢物業,45,60,2,-
金成大廈,炮仗街146-150號,單幢物業,35,77,2,$13548
美誠大廈,馬頭涌道103A號,單幢物業,55,141,2,-
僑裕大樓,落山道90號,單幢物業,54,281,2,-
崇廉樓,崇潔街91號,單幢物業,45,120,2,-
崇義樓,崇潔街24號,單幢物業,45,119,2,-
東海大樓,北帝街66號,單幢物業,50,203,2,-
富怡閣,高山道72-88號,單幢物業,39,156,2,-
首利大廈,信用街4號,單幢物業,52,160,2,-
紅磡花園,青州街3號,屋苑,28,179,2,$14896
宏豐大廈,浙江街29-33號,屋苑,44,152,1,-
土瓜灣大廈,土瓜灣道281-299A號,單幢物業,52,189,1,-
七喜大廈,馬頭圍道294-312號,單幢物業,0,214,1,-
崇仁樓,崇潔街10號,單幢物業,45,119,1,$9632
寶利唐樓,寶其利街145-163號,單幢物業,54,127,1,-
東海雅園,必嘉街66號,單幢物業,16,104,1,$12200
僑偉大廈,信用街6號,單幢物業,52,116,1,-
慶祥大廈,漆咸道北417號,單幢物業,29,92,1,$15422
祥雲大廈,馬坑涌道8-10號,單幢物業,44,79,1,-
迎豐,馬頭角道50號,單幢物業,1,300,1,-
旭日豪庭,浙江街19-23號,單幢物業,17,180,1,$15594
晨樂大廈,靠背壟道141-143號,單幢物業,39,166,1,-
喜點,北帝街123號,單幢物業,3,168,1,-
裕新大廈,蕪湖街191A號,單幢物業,54,130,1,-
德寶大廈,炮仗街58-66號,單幢物業,34,71,1,-
都會151,靠背壟道141-151A號,單幢物業,15,71,1,$16440
運通大廈,譚公道115號,單幢物業,38,71,1,-
華蕙閣,漆咸道北441-449號,單幢物業,28,72,1,-
富邦大廈,漆咸道北451-455號,單幢物業,30,72,1,-
得運大廈,北拱街12-16號,單幢物業,37,60,1,-
基安大廈,寶其利街66號,單幢物業,27,60,1,-
安寧大廈,馬頭角道47-55號,單幢物業,37,62,1,$11765
益富大廈,下鄉道89-91號,單幢物業,45,64,1,-
金和大廈,落山道46-50號,單幢物業,52,70,1,-
福星大樓,信用街22號,單幢物業,53,108,1,-
潮樓,土瓜灣道307號,單幢物業,10,96,1,-
東興大樓,土瓜灣道249-259號,單幢物業,59,106,1,$7933
新安大樓,寶其利街42A號,單幢物業,45,94,1,-
山海大廈,下鄉道35-47號,單幢物業,54,96,1,-
利榮大廈,山西街3號,單幢物業,37,87,1,-
利•港灣18,浙江街18號,單幢物業,3,84,1,$20047
永和大廈,高山道32-38號,單幢物業,35,84,1,$12438
寶源大廈,寶其利街28號,單幢物業,26,84,1,-
美雅洋樓,炮仗街38-44號,單幢物業,41,54,1,-
獲利家大廈,獲嘉道7號,單幢物業,37,53,1,-
鴻英大廈,九龍城道34-40號,單幢物業,40,52,1,-
天虹樓,馬頭角道35-45號,單幢物業,42,66,1,-
崇智樓,崇潔街11號,單幢物業,45,60,1,$10767
興發大廈,馬來街5號,單幢物業,53,65,1,-
同德大廈,漆咸道北488號,單幢物業,33,56,1,-
安泰大廈,溫思勞街63-73號,單幢物業,32,56,1,-
康寧花園,長寧街35號,單幢物業,20,57,1,-
僑榮大廈,馬頭涌道36號,單幢物業,53,59,-,-
漆馬大廈,漆咸道北496-510號,單幢物業,59,66,-,-
銀漢大廈,銀漢街15號,單幢物業,45,78,-,-
崇富洋樓,北拱街22-32號,單幢物業,38,87,-,-
建安大廈,譚公道36號,單幢物業,45,108,-,-
寶新大廈,寶其利街89號,單幢物業,26,64,-,-
聯業大廈,九龍城道16A號,單幢物業,54,60,-,-
崇信樓,崇潔街23號,單幢物業,45,60,-,-
安居樓,山西街1號,單幢物業,54,75,-,-
金華大廈,寶其利街44-56號,單幢物業,36,74,-,-
益民大廈,下鄉道9號,單幢物業,42,72,-,-
美嘉大廈,美善同道1號,單幢物業,25,72,-,-
浩明雅苑,九龍城道151號,單幢物業,16,78,-,-
友誠大廈,馬頭圍道262-270號,單幢物業,51,140,-,-
中華大廈,馬坑涌道3A-5F號,單幢物業,39,134,-,-
馬頭圍大廈,馬頭圍道57-69號,單幢物業,60,183,-,-
華麗大廈,麗華街1-7號,單幢物業,58,80,-,-
俊暉華庭,蕪湖街118號,單幢物業,17,80,-,-
華強大廈,下鄉道36號,單幢物業,42,91,-,-
安順大廈,新山道3B-3D號,單幢物業,48,88,-,-
福年新樓,必嘉圍7-21號,屋苑,45,223,-,-
啟明大樓,啟明街18號,屋苑,55,59,-,-
翰畋,美善同道80號,單幢物業,0,92,-,-
機利士大廈,機利士南路37號,單幢物業,54,104,-,-
立基大廈,炮仗街142-144B號,單幢物業,53,121,-,-
傲形,馬頭圍道200號,單幢物業,1,120,-,-
崇愛樓,崇潔街41號,單幢物業,45,118,-,-
喜築,炮仗街93號,單幢物業,0,210,-,-
曉暉華庭,天光道28號,屋苑,19~20,86,-,-
黃埔花園,必嘉街121號,屋苑,27~33,10441,113,$15107
海逸豪園,海逸道8號,屋苑,17~18,4768,62,$18280
海濱南岸,愛景街8號,屋苑,16,2470,60,$16154
黃埔新?,民泰街39號,屋苑,40~42,2742,47,$15084
半島豪庭,紅荔道8號,屋苑,18,1669,23,$16021
都會軒,都會道8-9號,屋苑,16,662,13,$21187
御悅,必嘉圍8號,單幢物業,7,68,5,$17232
德民大廈,德民街29號,單幢物業,34,116,3,$16242
海名軒,環海街11號,屋苑,17,323,2,$40696
VIVA,馬頭圍道77-87號,單幢物業,2,75,-,-
環海．東岸,崇安街23號,單幢物業,0,1016,-,-
維港•星岸,紅鸞道7號,屋苑,3,334,-,-
帝琴灣,西沙路533號,屋苑,20,972,11,$10991
蠔涌新村,蠔涌新村,屋苑,0,614,11,-
西貢苑,福民路22-40號,屋苑,31,264,5,$10884
匡湖居,西貢公路380號,屋苑,31~33,535,4,$23521
翠塘花園,翠塘路1號,屋苑,21,792,3,-
曉嵐閣,嘉澍路11號,屋苑,19,115,2,-
西貢大廈,福民路42-56號,屋苑,34,154,2,-
早禾居,早禾路18號,屋苑,23,78,2,-
兆日大樓,西貢海傍廣場1號,屋苑,39,79,1,-
御花園,南邊圍路7號,屋苑,15,34,1,-
金豪花園,界咸,屋苑,0,31,1,-
蠔涌,蠔涌,屋苑,0,129,1,-
西沙小築,竹洋路35號,屋苑,34~35,42,1,$17117
碧翠苑,碧翠路29號,屋苑,30,42,1,-
溱喬,萬基台,屋苑,13,63,1,-
銀海山莊,銀線灣道5號,屋苑,25,62,1,-
陳屋村,孟公屋路,屋苑,0,58,1,-
康曦花園,竹角路9號,屋苑,0,12,-,-
茅莆,茅莆,屋苑,0,15,-,-
綠怡花園,碧翠路31號,屋苑,26,52,-,-
西貢花園,親民街16號,屋苑,27,160,-,-
逸瓏海匯,康村路9號,屋苑,1,285,-,-
逸瓏園,大網仔路8號,屋苑,1,297,-,-
南山,南山,屋苑,0,59,-,-
高富樓,褔民路58-72號,屋苑,38,64,-,-
海景閣,井頭120B及121B及122B及123B號,屋苑,0,12,-,-
金璧花園,碧翠路1號,屋苑,25,30,-,-
北港301-311號,北港301-311號,屋苑,0,10,-,-
傲瀧,清水灣道663號,屋苑,0,680,-,-
日出康城,康城路1號,屋苑,4~10,10220,158,$11376
新都城,貿業路8號,屋苑,18~22,6768,108,$15422
天晉,唐賢街9號,屋苑,1~7,3730,76,$17082
維景灣畔,澳景路88號,屋苑,15~18,5735,72,$15332
將軍澳中心,唐德街,屋苑,13~16,4542,63,$15332
峻瀅,石角路8號,屋苑,2~5,2652,47,$12324
都會?,景嶺路,屋苑,11~12,3779,45,$14537
新寶城,銀澳路1號,屋苑,19,2184,45,$15332
將軍澳廣場,唐德街1號,屋苑,15,2883,35,$15102
寶盈花園,唐俊街11號,屋苑,17,3200,31,$10528
富康花園,唐明街1號,屋苑,20,3966,29,$9309
君傲灣,唐德街,屋苑,12,1472,29,$15411
蔚藍灣畔,培成路15號,屋苑,14,2136,26,$14709
東港城,重華路8號,屋苑,21,2184,22,-
怡心園,寶康路88號,屋苑,19,1526,22,$11293
廣明苑,寶康路108號,屋苑,20,4256,21,$6928
清水灣半島,蓬萊路8號,屋苑,16~17,1959,20,$13192
南豐廣場,培成路8號,屋苑,19,1614,17,$14599
景林?,寶琳路38號,屋苑,0,5267,14,$13328
英明苑,寶琳北路20號,屋苑,29,1750,14,-
疊翠軒,運亨路8號,屋苑,20,1424,14,$12359
煜明苑,銀澳路6號,屋苑,22,1824,13,$7835
茵怡花園,貿泰路8號,屋苑,21,2230,12,$12427
慧安園,毓雅里9號,屋苑,24,1280,12,$12910
富寧花園,寶寧路25號,屋苑,28,2450,12,-
欣明苑,寶琳北路100號,屋苑,28,1750,11,$7980
寶林村,寶琳北路18號,屋苑,0,5276,11,$8928
安寧花園,常寧路10號,屋苑,28,2300,11,$10912
唐明苑,唐明街15號,屋苑,19,1920,11,$8349
顯明苑,昭信路6號,單幢物業,22,759,11,-
和明苑,銀澳道8號,屋苑,19,1640,10,$8483
寶明苑,唐明街8號,屋苑,20,1476,9,$13818
翠林?,翠林路11號,屋苑,0,4932,9,$7112
彩明苑,彩明街11A-11F號,屋苑,17,1920,8,-
景明苑,翠琳路2-6號,屋苑,30,1050,8,-
康盛花園,寶琳北路1號,屋苑,29,1850,7,-
海悅豪園,培成路18號,屋苑,20,736,7,$13411
帝景灣,唐賢街23號,屋苑,2,537,6,$14974
裕明苑,常寧路1號,屋苑,24,1216,6,$8294
旭輝臺,毓雅里1號,屋苑,20,704,5,$12474
富麗花園,毓雅里7號,屋苑,24,688,5,$11585
浩明苑,佳景路9號,單幢物業,28,816,5,-
頌明苑,寶順路1號,屋苑,25,1750,4,-
THE PARKSIDE,唐俊街18號,屋苑,3,591,2,$16069
嘉悅,至善街9號,屋苑,2,373,2,$11389
CAPRI,唐賢街33號,屋苑,1,428,1,-
藍塘傲,唐賢街29號,屋苑,0,605,-,-
SAVANNAH,至善街3號,屋苑,1,809,-,-
海翩匯,唐俊街21號,屋苑,0,857,-,-
MONTEREY,唐俊街23號,屋苑,0,932,-,-
美孚新?,百老匯街22-24號,屋苑,40~50,13149,145,$12348
華景山莊,華景山路9號,屋苑,31~34,1503,25,$11462
曼克頓山,寶輪街1號,屋苑,12,1118,22,$19065
清麗苑,荔景山路264號,屋苑,37,970,19,$11327
荔欣苑,荔景山路278號,屋苑,17,1919,15,$10000
浩景臺,荔崗街11號,屋苑,0,1456,12,$10932
盈暉臺,盈暉路,屋苑,16,696,9,$14979
悅麗苑,麗祖路51-57號,屋苑,37~38,704,7,$10509
荔灣花園,荔景山路272號,屋苑,41,600,7,$11278
翠瑤苑,荔枝嶺路1號,單幢物業,37,292,6,-
海峰花園,華景山路3號,屋苑,27,170,4,-
華員?,華員徑2號,屋苑,37,600,2,-
賢麗苑,荔景山路180號,屋苑,27,560,2,$9331
華豐園,荔景山路274號,單幢物業,25,200,2,-
曉峰居,鍾山臺2-3號,屋苑,23,57,-,-
泓景臺,荔枝角道863號,屋苑,14~15,2528,55,$15509
宇晴軒,深盛道,屋苑,13~14,2311,40,$17335
昇悅居,荔枝角道833號,屋苑,15,2437,39,$15799
碧海藍天,深盛路8號,屋苑,15,1616,30,$15693
星匯居,通州街500號,屋苑,10,400,11,$14940
一號•西九龍,荔枝角道873號,屋苑,5,286,10,$15058
匯璽,深旺道28號,屋苑,1,2256,-,-
丰匯,荔枝角道339號,屋苑,4,403,19,$15705
美居中心,元州街213號,屋苑,32,721,17,$14678
康輝大廈,廣成街2-20號,屋苑,34,392,10,$14412
景怡峰,西洋菜北街468號,單幢物業,6,208,10,$17135
東廬大樓,大埔道140號,屋苑,58,350,9,-
美寧中心,保安道65號,屋苑,33,408,9,-
黃金大廈,福華街146-152號,屋苑,38,395,8,$11346
李鄭屋?,發祥街10號,屋苑,0,4826,7,$6307
薈悅,營盤街142號,單幢物業,3,85,7,$16738
鴻裕大廈,元州街174-188號,屋苑,43,474,6,$9630
喜雅,保安道18號,屋苑,5,327,6,$16447
東蘭閣,東沙島街167E號,屋苑,50,280,6,$10379
怡閣苑,長沙灣道329-343號,屋苑,35~37,694,5,-
怡靖苑,長沙灣道311號,屋苑,25,672,5,$9849
黃金閣,福榮街145號,單幢物業,25,115,5,$13905
ONE NEW YORK,青山道468號,單幢物業,11,132,5,-
御匯,長沙灣道270號,單幢物業,8,96,5,-
海壇大廈,海壇街145-149號,單幢物業,36,66,4,$14356
嘉寶大廈,醫局街179-183A號,單幢物業,54,54,4,-
菁盈雅軒,青山道100號,單幢物業,17,84,4,-
曉尚,大埔道188號,單幢物業,4,138,4,$18689
海峰,福華街188號,單幢物業,10,173,4,-
豐盛居,保安道373號,單幢物業,10,166,4,$13675
喜薈,青山道399號,屋苑,2,350,4,$12698
時尚華庭,九江街1號,單幢物業,10,100,4,$15784
ONE MADISON,青山道305號,單幢物業,10,126,4,$13131
幸俊苑,幸祥街2號,屋苑,17,740,4,-
永寧大廈,順寧道501-511號,屋苑,34,300,4,$13619
南昌?,昌新里3號,屋苑,0,1904,4,-
深水?大廈,石硤尾街1A-1C號,單幢物業,58,95,4,$6598
順發大廈,順寧道447號,單幢物業,33,96,4,-
青華閣,元州街498號,單幢物業,29,96,4,-
榮安大廈,福華街206號,單幢物業,36,60,4,$10593
汝州街280-286A號,汝州街280-286A號,單幢物業,54,72,4,-
金碧閣,元州街482-492號,單幢物業,33,130,4,$14015
麗寶花園,昌華街38號,屋苑,27,296,3,-
聯邦閣,福榮街548號,屋苑,37,80,3,$8488
昌遠大廈,欽州街1-9號,單幢物業,52,200,3,-
昌暉大廈,昌華街41-51號,單幢物業,34,208,3,-
嘉匯大廈,福榮街7號,單幢物業,48,123,3,-
南都大廈,大埔道168-178號,單幢物業,52,99,3,$8124
寶榮大廈,醫局街243-249號,屋苑,36,120,3,-
寶麗苑,保安道325-329號,屋苑,31,378,3,-
